# BLASTN 2.4.0+
# Query: E_minus_M3_S6
# Database: /work/HCC/BCRF/BLAST/refseq_genomic
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 7920 hits found
E_minus_M3_S6	gi|1001791938|ref|NZ_LFPJ01000010.1|	97.449	2352	23	12	36297	38611	62083	64434	0.0	3976
E_minus_M3_S6	gi|1001791938|ref|NZ_LFPJ01000010.1|	97.665	942	19	3	34313	35251	149514	150455	0.0	1615
E_minus_M3_S6	gi|1001791938|ref|NZ_LFPJ01000010.1|	94.978	896	45	0	35404	36299	65402	66297	0.0	1406
E_minus_M3_S6	gi|1001791938|ref|NZ_LFPJ01000010.1|	97.895	760	16	0	56240	56999	148651	149410	0.0	1315
E_minus_M3_S6	gi|1001791938|ref|NZ_LFPJ01000010.1|	96.522	575	20	0	55132	55706	64722	65296	0.0	952
E_minus_M3_S6	gi|1001791938|ref|NZ_LFPJ01000010.1|	96.269	536	20	0	55706	56241	147915	148450	0.0	880
E_minus_M3_S6	gi|1001791938|ref|NZ_LFPJ01000010.1|	95.481	509	20	1	57000	57505	151362	151870	0.0	809
E_minus_M3_S6	gi|1001791938|ref|NZ_LFPJ01000010.1|	98.052	154	3	0	35250	35403	137465	137618	1.58e-64	268
E_minus_M3_S6	gi|1001791130|ref|NZ_LFPH01000011.1|	97.449	2352	23	12	36297	38611	97685	95334	0.0	3976
E_minus_M3_S6	gi|1001791130|ref|NZ_LFPH01000011.1|	97.935	1501	10	1	53656	55135	183350	181850	0.0	2580
E_minus_M3_S6	gi|1001791130|ref|NZ_LFPH01000011.1|	97.665	942	19	3	34313	35251	10254	9313	0.0	1615
E_minus_M3_S6	gi|1001791130|ref|NZ_LFPH01000011.1|	94.978	896	45	0	35404	36299	94366	93471	0.0	1406
E_minus_M3_S6	gi|1001791130|ref|NZ_LFPH01000011.1|	97.895	760	16	0	56240	56999	11117	10358	0.0	1315
E_minus_M3_S6	gi|1001791130|ref|NZ_LFPH01000011.1|	98.660	597	8	0	57734	58330	287625	288221	0.0	1059
E_minus_M3_S6	gi|1001791130|ref|NZ_LFPH01000011.1|	96.678	572	19	0	55135	55706	95043	94472	0.0	952
E_minus_M3_S6	gi|1001791130|ref|NZ_LFPH01000011.1|	96.269	536	20	0	55706	56241	11853	11318	0.0	880
E_minus_M3_S6	gi|1001791130|ref|NZ_LFPH01000011.1|	95.481	509	20	1	57000	57505	8406	7898	0.0	809
E_minus_M3_S6	gi|1001791130|ref|NZ_LFPH01000011.1|	93.634	377	2	1	58325	58679	239411	239787	2.34e-147	544
E_minus_M3_S6	gi|1001791130|ref|NZ_LFPH01000011.1|	98.690	229	3	0	57505	57733	287365	287593	3.21e-106	407
E_minus_M3_S6	gi|1001791130|ref|NZ_LFPH01000011.1|	98.052	154	3	0	35250	35403	22303	22150	1.58e-64	268
E_minus_M3_S6	gi|1371996184|ref|NZ_CP027780.1|	97.449	2352	23	12	36297	38611	1382368	1384719	0.0	3976
E_minus_M3_S6	gi|1371996184|ref|NZ_CP027780.1|	98.754	2006	25	0	51220	53225	394217	396222	0.0	3567
E_minus_M3_S6	gi|1371996184|ref|NZ_CP027780.1|	96.019	2085	8	4	66579	68588	1907793	1909877	0.0	3321
E_minus_M3_S6	gi|1371996184|ref|NZ_CP027780.1|	98.992	1587	16	0	5624	7210	2500065	2498479	0.0	2843
E_minus_M3_S6	gi|1371996184|ref|NZ_CP027780.1|	97.935	1501	10	1	53656	55135	1296703	1298203	0.0	2580
E_minus_M3_S6	gi|1371996184|ref|NZ_CP027780.1|	99.569	1391	3	1	25186	26573	1894194	1895584	0.0	2532
E_minus_M3_S6	gi|1371996184|ref|NZ_CP027780.1|	99.011	1314	8	1	65271	66579	1899236	1900549	0.0	2350
E_minus_M3_S6	gi|1371996184|ref|NZ_CP027780.1|	97.154	1335	2	4	71184	72482	1914109	1915443	0.0	2222
