# BLASTN 2.4.0+
# Query: E_minus_M3_S6
# Database: /work/HCC/BCRF/BLAST/refseq_genomic
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 629 hits found
E_minus_M3_S6	gi|1128964673|ref|NZ_CP018801.1|	91.425	758	0	5	1	693	3114746	3113989	0.0	979
E_minus_M3_S6	gi|1128964673|ref|NZ_CP018801.1|	99.777	448	1	0	694	1141	3121345	3120898	0.0	822
E_minus_M3_S6	gi|1128992859|ref|NZ_LT615379.1|	91.425	758	0	5	1	693	817676	818433	0.0	979
E_minus_M3_S6	gi|1128992859|ref|NZ_LT615379.1|	99.777	448	1	0	694	1141	811077	811524	0.0	822
E_minus_M3_S6	gi|1129006069|ref|NZ_LT615378.1|	91.425	758	0	5	1	693	817676	818433	0.0	979
E_minus_M3_S6	gi|1129006069|ref|NZ_LT615378.1|	99.777	448	1	0	694	1141	811077	811524	0.0	822
E_minus_M3_S6	gi|1129006436|ref|NZ_LT615377.1|	91.425	758	0	5	1	693	817676	818433	0.0	979
E_minus_M3_S6	gi|1129006436|ref|NZ_LT615377.1|	99.777	448	1	0	694	1141	811077	811524	0.0	822
E_minus_M3_S6	gi|1128961003|ref|NZ_LT615376.1|	91.425	758	0	5	1	693	817676	818433	0.0	979
E_minus_M3_S6	gi|1128961003|ref|NZ_LT615376.1|	99.777	448	1	0	694	1141	811077	811524	0.0	822
E_minus_M3_S6	gi|1128968259|ref|NZ_LT615375.1|	91.425	758	0	5	1	693	817676	818433	0.0	979
E_minus_M3_S6	gi|1128968259|ref|NZ_LT615375.1|	99.777	448	1	0	694	1141	811077	811524	0.0	822
E_minus_M3_S6	gi|1128975596|ref|NZ_LT615373.1|	91.425	758	0	5	1	693	817676	818433	0.0	979
E_minus_M3_S6	gi|1128975596|ref|NZ_LT615373.1|	99.777	448	1	0	694	1141	811077	811524	0.0	822
E_minus_M3_S6	gi|1129005776|ref|NZ_LT615372.1|	91.425	758	0	5	1	693	817676	818433	0.0	979
E_minus_M3_S6	gi|1129005776|ref|NZ_LT615372.1|	99.777	448	1	0	694	1141	811077	811524	0.0	822
E_minus_M3_S6	gi|1128994608|ref|NZ_LT615371.1|	91.425	758	0	5	1	693	817676	818433	0.0	979
E_minus_M3_S6	gi|1128994608|ref|NZ_LT615371.1|	99.777	448	1	0	694	1141	811077	811524	0.0	822
E_minus_M3_S6	gi|992379439|ref|NZ_CP014272.1|	91.425	758	0	5	1	693	795270	796027	0.0	979
E_minus_M3_S6	gi|992379439|ref|NZ_CP014272.1|	91.425	758	0	5	1	693	843737	844494	0.0	979
E_minus_M3_S6	gi|992379439|ref|NZ_CP014272.1|	91.425	758	0	5	1	693	892204	892961	0.0	979
E_minus_M3_S6	gi|992379439|ref|NZ_CP014272.1|	100.000	448	0	0	694	1141	788670	789117	0.0	828
E_minus_M3_S6	gi|992379439|ref|NZ_CP014272.1|	100.000	448	0	0	694	1141	837137	837584	0.0	828
E_minus_M3_S6	gi|992379439|ref|NZ_CP014272.1|	100.000	448	0	0	694	1141	885605	886052	0.0	828
E_minus_M3_S6	gi|992352210|ref|NZ_CP014269.1|	91.425	758	0	5	1	693	1522016	1522773	0.0	979
E_minus_M3_S6	gi|992352210|ref|NZ_CP014269.1|	91.425	758	0	5	1	693	1570484	1571241	0.0	979
E_minus_M3_S6	gi|992352210|ref|NZ_CP014269.1|	100.000	448	0	0	694	1141	1515416	1515863	0.0	828
E_minus_M3_S6	gi|992352210|ref|NZ_CP014269.1|	100.000	448	0	0	694	1141	1563883	1564330	0.0	828
E_minus_M3_S6	gi|874443589|ref|NZ_CP011495.1|	91.425	758	0	5	1	693	2024610	2025367	0.0	979
E_minus_M3_S6	gi|874443589|ref|NZ_CP011495.1|	99.777	448	1	0	694	1141	2018011	2018458	0.0	822
E_minus_M3_S6	gi|238899406|ref|NC_012759.1|	91.425	758	0	5	1	693	4146732	4147489	0.0	979
E_minus_M3_S6	gi|238899406|ref|NC_012759.1|	99.777	448	1	0	694	1141	4140133	4140580	0.0	822
E_minus_M3_S6	gi|9626243|ref|NC_001416.1|	91.425	758	0	5	1	693	41131	41888	0.0	979
E_minus_M3_S6	gi|9626243|ref|NC_001416.1|	100.000	448	0	0	694	1141	34532	34979	0.0	828
E_minus_M3_S6	gi|1546673988|ref|NZ_MSYS01000056.1|	91.425	758	0	5	1	693	41145	41902	0.0	979
E_minus_M3_S6	gi|1546673988|ref|NZ_MSYS01000056.1|	100.000	448	0	0	694	1141	34546	34993	0.0	828
E_minus_M3_S6	gi|1545365301|ref|NZ_RXNU01000020.1|	91.425	758	0	5	1	693	7400	6643	0.0	979
E_minus_M3_S6	gi|1545365301|ref|NZ_RXNU01000020.1|	100.000	448	0	0	694	1141	13999	13552	0.0	828
E_minus_M3_S6	gi|1543254100|ref|NZ_MLXN01000030.1|	91.425	758	0	5	1	693	7390	6633	0.0	979
E_minus_M3_S6	gi|1543254100|ref|NZ_MLXN01000030.1|	100.000	448	0	0	694	1141	13989	13542	0.0	828
E_minus_M3_S6	gi|1481865824|ref|NZ_KZ984326.1|	91.425	758	0	5	1	693	88449	89206	0.0	979
E_minus_M3_S6	gi|1481865824|ref|NZ_KZ984326.1|	99.777	448	1	0	694	1141	81850	82297	0.0	822
E_minus_M3_S6	gi|1475661893|ref|NZ_QWEG01000029.1|	91.425	758	0	5	1	693	7396	6639	0.0	979
E_minus_M3_S6	gi|1475661893|ref|NZ_QWEG01000029.1|	100.000	448	0	0	694	1141	13995	13548	0.0	828
E_minus_M3_S6	gi|1475615816|ref|NZ_QWEH01000029.1|	91.425	758	0	5	1	693	16832	17589	0.0	979
E_minus_M3_S6	gi|1475615816|ref|NZ_QWEH01000029.1|	100.000	448	0	0	694	1141	10233	10680	0.0	828
E_minus_M3_S6	gi|1468205627|ref|NZ_QPDB01000050.1|	91.425	758	0	5	1	693	7374	6617	0.0	979
E_minus_M3_S6	gi|1468205627|ref|NZ_QPDB01000050.1|	100.000	448	0	0	694	1141	13973	13526	0.0	828
E_minus_M3_S6	gi|1453662159|ref|NZ_QTAV01000031.1|	91.425	758	0	5	1	693	17349	18106	0.0	979
E_minus_M3_S6	gi|1453662159|ref|NZ_QTAV01000031.1|	100.000	448	0	0	694	1141	10750	11197	0.0	828
E_minus_M3_S6	gi|1450197414|ref|NZ_QSYH01000019.1|	91.425	758	0	5	1	693	17098	17855	0.0	979
