treatment	P1	27167
treatment	P1	15232
treatment	P1	25653
treatment	P1	72413
treatment	P1	37129
treatment	P1	114285
treatment	P1	44111
treatment	P1	114284
treatment	N1	111718
treatment	N1	95426
treatment	N1	62158
treatment	N1	19093
treatment	N1	15232
treatment	N1	25653
treatment	N1	14089
treatment	N1	72413
treatment	N1	37129
treatment	N1	44111
treatment	P2	111718
treatment	P2	56227
treatment	P2	56226
treatment	P2	95426
treatment	P2	62158
treatment	P2	15232
treatment	P2	25653
treatment	P2	14089
treatment	P2	72413
treatment	P2	37129
treatment	P2	44111
treatment	REF	111718
treatment	REF	95426
treatment	REF	15232
treatment	REF	14089
treatment	REF	37129
treatment	N3	111718
treatment	N3	95426
treatment	N3	62158
treatment	N3	15232
treatment	N3	25653
treatment	N3	14089
treatment	N3	72413
treatment	N3	37129
treatment	N3	44111
treatment	P3	111718
treatment	P3	101363
treatment	P3	95426
treatment	P3	62158
treatment	P3	80951
treatment	P3	55667
treatment	P3	51647
treatment	P3	15232
treatment	P3	25653
treatment	P3	14089
treatment	P3	8207
treatment	P3	72413
treatment	P3	55666
treatment	P3	51646
treatment	P3	37129
treatment	P3	101364
treatment	P3	44111
treatment	N2	111718
treatment	N2	95426
treatment	N2	62158
treatment	N2	15232
treatment	N2	25653
treatment	N2	14089
treatment	N2	72413
treatment	N2	37129
treatment	N2	44111
