treatment	P1	3552
treatment	P1	60380
treatment	P1	6091
treatment	P1	111718
treatment	P1	56227
treatment	P1	56226
treatment	P1	101363
treatment	P1	95426
treatment	P1	62158
treatment	P1	80951
treatment	P1	52423
treatment	P1	55667
treatment	P1	19093
treatment	P1	51647
treatment	P1	8208
treatment	P1	43809
treatment	P1	3553
treatment	P1	5657
treatment	P1	111917
treatment	P1	401
treatment	P1	14089
treatment	P1	93046
treatment	P1	8207
treatment	P1	55666
treatment	P1	6090
treatment	P1	43808
treatment	P1	51646
treatment	P1	3651
treatment	P1	101364
treatment	P1	60381
treatment	P1	93612
treatment	P1	1544
treatment	P1	5656
treatment	P1	4598
treatment	N1	3552
treatment	N1	60380
treatment	N1	6091
treatment	N1	56227
treatment	N1	56226
treatment	N1	101363
treatment	N1	27167
treatment	N1	80951
treatment	N1	52423
treatment	N1	55667
treatment	N1	51647
treatment	N1	8208
treatment	N1	43809
treatment	N1	3553
treatment	N1	5657
treatment	N1	111917
treatment	N1	401
treatment	N1	93046
treatment	N1	8207
treatment	N1	55666
treatment	N1	6090
treatment	N1	43808
treatment	N1	51646
treatment	N1	3651
treatment	N1	101364
treatment	N1	60381
treatment	N1	114285
treatment	N1	93612
treatment	N1	1544
treatment	N1	114284
treatment	N1	5656
treatment	N1	4598
treatment	P2	3552
treatment	P2	60380
treatment	P2	6091
treatment	P2	101363
treatment	P2	27167
treatment	P2	80951
treatment	P2	52423
treatment	P2	55667
treatment	P2	19093
treatment	P2	51647
treatment	P2	8208
treatment	P2	43809
treatment	P2	3553
treatment	P2	5657
treatment	P2	111917
treatment	P2	401
treatment	P2	93046
treatment	P2	8207
treatment	P2	55666
treatment	P2	6090
treatment	P2	43808
treatment	P2	51646
treatment	P2	3651
treatment	P2	101364
treatment	P2	60381
treatment	P2	114285
treatment	P2	93612
treatment	P2	1544
treatment	P2	114284
treatment	P2	5656
treatment	P2	4598
treatment	REF	3552
treatment	REF	60380
treatment	REF	6091
treatment	REF	56227
treatment	REF	56226
treatment	REF	101363
treatment	REF	27167
treatment	REF	62158
treatment	REF	80951
treatment	REF	52423
treatment	REF	55667
treatment	REF	19093
treatment	REF	51647
treatment	REF	8208
treatment	REF	43809
treatment	REF	3553
treatment	REF	5657
treatment	REF	25653
treatment	REF	111917
treatment	REF	401
treatment	REF	93046
treatment	REF	8207
treatment	REF	72413
treatment	REF	55666
treatment	REF	6090
treatment	REF	43808
treatment	REF	51646
treatment	REF	3651
treatment	REF	101364
treatment	REF	60381
treatment	REF	114285
treatment	REF	93612
treatment	REF	44111
treatment	REF	1544
treatment	REF	114284
treatment	REF	5656
treatment	REF	4598
treatment	N3	3552
treatment	N3	60380
treatment	N3	6091
treatment	N3	56227
treatment	N3	56226
treatment	N3	101363
treatment	N3	27167
treatment	N3	80951
treatment	N3	52423
treatment	N3	55667
treatment	N3	19093
treatment	N3	51647
treatment	N3	8208
treatment	N3	43809
treatment	N3	3553
treatment	N3	5657
treatment	N3	111917
treatment	N3	401
treatment	N3	93046
treatment	N3	8207
treatment	N3	55666
treatment	N3	6090
treatment	N3	43808
treatment	N3	51646
treatment	N3	3651
treatment	N3	101364
treatment	N3	60381
treatment	N3	114285
treatment	N3	93612
treatment	N3	1544
treatment	N3	114284
treatment	N3	5656
treatment	N3	4598
treatment	P3	3552
treatment	P3	60380
treatment	P3	6091
treatment	P3	56227
treatment	P3	56226
treatment	P3	27167
treatment	P3	52423
treatment	P3	19093
treatment	P3	8208
treatment	P3	43809
treatment	P3	3553
treatment	P3	5657
treatment	P3	111917
treatment	P3	401
treatment	P3	93046
treatment	P3	6090
treatment	P3	43808
treatment	P3	3651
treatment	P3	60381
treatment	P3	114285
treatment	P3	93612
treatment	P3	1544
treatment	P3	114284
treatment	P3	5656
treatment	P3	4598
treatment	N2	3552
treatment	N2	60380
treatment	N2	6091
treatment	N2	56227
treatment	N2	56226
treatment	N2	101363
treatment	N2	27167
treatment	N2	80951
treatment	N2	52423
treatment	N2	55667
treatment	N2	19093
treatment	N2	51647
treatment	N2	8208
treatment	N2	43809
treatment	N2	3553
treatment	N2	5657
treatment	N2	111917
treatment	N2	401
treatment	N2	93046
treatment	N2	8207
treatment	N2	55666
treatment	N2	6090
treatment	N2	43808
treatment	N2	51646
treatment	N2	3651
treatment	N2	101364
treatment	N2	60381
treatment	N2	114285
treatment	N2	93612
treatment	N2	1544
treatment	N2	114284
treatment	N2	5656
treatment	N2	4598
