treatment	P2	367
treatment	P2	382
treatment	REF	367
treatment	REF	382
treatment	N3	367
treatment	N3	382
treatment	P3	367
treatment	P3	382
treatment	N2	367
treatment	N2	382
other	P2	367
other	P2	1096
other	P2	382
other	REF	367
other	REF	1096
other	REF	382
other	N3	367
other	N3	1096
other	N3	382
other	P3	367
other	P3	1096
other	P3	382
other	N2	367
other	N2	1096
other	N2	382
treatment	P2	367
treatment	P2	382
treatment	REF	367
treatment	REF	382
treatment	N3	367
treatment	N3	382
treatment	P3	367
treatment	P3	382
treatment	N2	367
treatment	N2	382
other	P2	367
other	P2	1096
other	P2	382
other	REF	367
other	REF	1096
other	REF	382
other	N3	367
other	N3	1096
other	N3	382
other	P3	367
other	P3	1096
other	P3	382
other	N2	367
other	N2	1096
other	N2	382
treatment	P2	367
treatment	P2	382
treatment	REF	367
treatment	REF	382
treatment	N3	367
treatment	N3	382
treatment	P3	367
treatment	P3	382
treatment	N2	367
treatment	N2	382
other	P2	367
other	P2	1096
other	P2	382
other	REF	367
other	REF	1096
other	REF	382
other	N3	367
other	N3	1096
other	N3	382
other	P3	367
other	P3	1096
other	P3	382
other	N2	367
other	N2	1096
other	N2	382
