other	N1	51624
other	N1	36023
other	N1	90167
other	N1	36093
other	N1	32293
other	N1	20040
other	N1	43313
other	N1	1832
other	N1	32342
other	N1	29469
other	N1	82457
other	N1	20257
other	N1	66956
other	N1	37734
other	N1	4030
other	N1	91843
other	N1	23080
other	N1	53571
other	N1	77621
other	N1	18919
other	N1	21737
other	N1	63921
other	N1	83783
other	N1	66901
other	N1	4712
other	N1	26151
other	N1	7934
other	N1	34178
other	N1	53860
other	N1	84044
other	N1	87991
other	N1	37391
other	N1	26688
other	N1	60783
other	N1	22721
other	N1	13956
other	N1	43874
other	N1	91370
other	N1	42394
other	N1	87956
other	N1	3463
other	N1	9695
other	N1	53641
other	N1	51040
other	N1	44254
other	N1	28515
other	N1	80490
other	N1	22608
other	N1	10442
other	N1	65936
other	N1	3196
other	N1	80439
other	N1	34058
other	N1	330
other	N1	7978
other	N1	17576
other	N1	3633
other	N1	8960
other	N1	79648
other	N1	85859
other	N1	34241
other	N1	12287
other	N1	59974
other	N1	16235
other	N1	56627
other	N1	1479
other	N1	71753
other	N1	76083
other	N1	60730
other	N1	63044
other	N1	1802
other	N1	44785
other	N1	68823
other	N1	78263
other	N1	4315
other	N1	26686
other	N1	1727
other	N1	79242
other	N1	76492
other	N1	40255
other	N1	40327
other	N1	48330
other	N1	22998
other	N1	87536
other	N1	28979
other	N1	53239
other	N1	39578
other	N1	21193
other	N1	66989
other	N1	64587
other	N1	46113
other	N1	79733
other	N1	50261
other	N1	22727
other	N1	2728
other	N1	63446
other	N1	51585
other	N1	42382
other	N1	11810
other	N1	35063
other	N1	78822
other	N1	859
other	N1	42436
other	N1	27765
other	N1	58161
other	N1	21123
other	N1	83040
other	N1	41029
other	N1	34628
other	N1	43203
other	N1	29392
other	N1	16903
other	N1	36043
other	N1	31772
other	N1	86453
other	N1	57888
other	N1	132
other	N1	42754
other	N1	43497
other	N1	59774
other	N1	51022
other	N1	80280
other	N1	23469
other	N1	39998
other	N1	91957
other	N1	16637
other	N1	12771
other	N1	35304
other	N1	87309
other	N1	76412
other	N1	753
other	N1	78349
other	N1	75337
other	N1	81035
other	N1	86385
other	N1	1070
other	N1	49692
other	N1	8535
other	N1	15309
other	N1	40267
other	N1	43637
other	N1	52884
other	N1	93135
other	N1	38084
other	N1	40406
other	N1	48699
other	N1	61088
other	N1	37756
other	N1	75436
other	N1	83905
other	N1	658
other	N1	60874
other	N1	81277
other	N1	55733
other	N1	47874
other	N1	24809
other	N1	44387
other	N1	30092
other	N1	35716
other	N1	87908
other	N1	85390
other	N1	38047
other	N1	16181
other	N1	21430
other	N1	19427
other	N1	28753
other	N1	161
other	N1	86419
other	N1	72187
other	N1	69396
other	N1	12296
other	N1	23079
other	N1	48609
other	N1	44060
other	N1	86686
other	N1	79791
other	N1	34128
other	N1	102
other	N1	31129
other	N1	57996
other	N1	27729
other	N1	73209
other	N1	16750
other	N1	20073
other	N1	47324
other	N1	244
other	N1	30680
other	N1	47829
other	N1	12363
other	N1	81901
other	N1	87186
other	N1	10568
other	N1	30490
other	N1	38641
other	N1	60782
other	N1	48765
other	N1	51171
other	N1	32111
other	N1	78809
other	N1	16247
other	N1	22402
other	N1	16455
other	N1	90325
other	N1	80336
other	N1	43775
other	N1	48186
other	N1	1146
other	N1	49152
other	N1	87925
other	N1	38009
other	N1	78325
other	N1	27327
other	N1	84576
other	N1	36910
other	N1	9841
other	N1	4189
other	N1	56273
other	N1	22901
other	N1	5264
other	N1	65612
other	N1	67713
other	N1	62448
other	N1	92422
other	N1	82105
other	N1	43188
other	N1	4378
other	N1	47505
other	N1	27925
other	N1	61654
