treatment	P1	3552
treatment	P1	60380
treatment	P1	6091
treatment	P1	111718
treatment	P1	56227
treatment	P1	56226
treatment	P1	101363
treatment	P1	95426
treatment	P1	62158
treatment	P1	80951
treatment	P1	52423
treatment	P1	55667
treatment	P1	19093
treatment	P1	51647
treatment	P1	8208
treatment	P1	43809
treatment	P1	3553
treatment	P1	5657
treatment	P1	111917
treatment	P1	401
treatment	P1	14089
treatment	P1	93046
treatment	P1	8207
treatment	P1	55666
treatment	P1	6090
treatment	P1	43808
treatment	P1	51646
treatment	P1	3651
treatment	P1	101364
treatment	P1	60381
treatment	P1	93612
treatment	P1	1544
treatment	P1	5656
treatment	P1	4598
treatment	N1	3552
treatment	N1	60380
treatment	N1	6091
treatment	N1	56227
treatment	N1	56226
treatment	N1	101363
treatment	N1	27167
treatment	N1	80951
treatment	N1	52423
treatment	N1	55667
treatment	N1	51647
treatment	N1	8208
treatment	N1	43809
treatment	N1	3553
treatment	N1	5657
treatment	N1	111917
treatment	N1	401
treatment	N1	93046
treatment	N1	8207
treatment	N1	55666
treatment	N1	6090
treatment	N1	43808
treatment	N1	51646
treatment	N1	3651
treatment	N1	101364
treatment	N1	60381
treatment	N1	114285
treatment	N1	93612
treatment	N1	1544
treatment	N1	114284
treatment	N1	5656
treatment	N1	4598
treatment	P2	3552
treatment	P2	60380
treatment	P2	6091
treatment	P2	101363
treatment	P2	27167
treatment	P2	80951
treatment	P2	52423
treatment	P2	55667
treatment	P2	19093
treatment	P2	51647
treatment	P2	8208
treatment	P2	43809
treatment	P2	3553
treatment	P2	5657
treatment	P2	111917
treatment	P2	401
treatment	P2	93046
treatment	P2	8207
treatment	P2	55666
treatment	P2	6090
treatment	P2	43808
treatment	P2	51646
treatment	P2	3651
treatment	P2	101364
treatment	P2	60381
treatment	P2	114285
treatment	P2	93612
treatment	P2	1544
treatment	P2	114284
treatment	P2	5656
treatment	P2	4598
treatment	REF	3552
treatment	REF	60380
treatment	REF	6091
treatment	REF	56227
treatment	REF	56226
treatment	REF	101363
treatment	REF	27167
treatment	REF	62158
treatment	REF	80951
treatment	REF	52423
treatment	REF	55667
treatment	REF	19093
treatment	REF	51647
treatment	REF	8208
treatment	REF	43809
treatment	REF	3553
treatment	REF	5657
treatment	REF	25653
treatment	REF	111917
treatment	REF	401
treatment	REF	93046
treatment	REF	8207
treatment	REF	72413
treatment	REF	55666
treatment	REF	6090
treatment	REF	43808
treatment	REF	51646
treatment	REF	3651
treatment	REF	101364
treatment	REF	60381
treatment	REF	114285
treatment	REF	93612
treatment	REF	44111
treatment	REF	1544
treatment	REF	114284
treatment	REF	5656
treatment	REF	4598
treatment	N3	3552
treatment	N3	60380
treatment	N3	6091
treatment	N3	56227
treatment	N3	56226
treatment	N3	101363
treatment	N3	27167
treatment	N3	80951
treatment	N3	52423
treatment	N3	55667
treatment	N3	19093
treatment	N3	51647
treatment	N3	8208
treatment	N3	43809
treatment	N3	3553
treatment	N3	5657
treatment	N3	111917
treatment	N3	401
treatment	N3	93046
treatment	N3	8207
treatment	N3	55666
treatment	N3	6090
treatment	N3	43808
treatment	N3	51646
treatment	N3	3651
treatment	N3	101364
treatment	N3	60381
treatment	N3	114285
treatment	N3	93612
treatment	N3	1544
treatment	N3	114284
treatment	N3	5656
treatment	N3	4598
treatment	P3	3552
treatment	P3	60380
treatment	P3	6091
treatment	P3	56227
treatment	P3	56226
treatment	P3	27167
treatment	P3	52423
treatment	P3	19093
treatment	P3	8208
treatment	P3	43809
treatment	P3	3553
treatment	P3	5657
treatment	P3	111917
treatment	P3	401
treatment	P3	93046
treatment	P3	6090
treatment	P3	43808
treatment	P3	3651
treatment	P3	60381
treatment	P3	114285
treatment	P3	93612
treatment	P3	1544
treatment	P3	114284
treatment	P3	5656
treatment	P3	4598
treatment	N2	3552
treatment	N2	60380
treatment	N2	6091
treatment	N2	56227
treatment	N2	56226
treatment	N2	101363
treatment	N2	27167
treatment	N2	80951
treatment	N2	52423
treatment	N2	55667
treatment	N2	19093
treatment	N2	51647
treatment	N2	8208
treatment	N2	43809
treatment	N2	3553
treatment	N2	5657
treatment	N2	111917
treatment	N2	401
treatment	N2	93046
treatment	N2	8207
treatment	N2	55666
treatment	N2	6090
treatment	N2	43808
treatment	N2	51646
treatment	N2	3651
treatment	N2	101364
treatment	N2	60381
treatment	N2	114285
treatment	N2	93612
treatment	N2	1544
treatment	N2	114284
treatment	N2	5656
treatment	N2	4598
other	P1	26204
other	P1	6692
other	P1	62270
other	P1	6443
other	P1	6836
other	P1	81213
other	P1	55061
other	P1	19093
other	P1	7934
other	P1	46497
other	P1	17059
other	P1	14627
other	P1	37080
other	P1	41032
other	P1	88968
other	P1	85774
other	P1	39578
other	P1	108323
other	P1	8494
other	P1	87847
other	P1	95320
other	P1	37439
other	P1	14941
other	P1	91822
other	P1	77456
other	P1	11329
other	P1	30633
other	P1	93329
other	P1	51647
other	P1	48017
other	P1	98305
other	P1	83682
other	P1	63031
other	P1	75675
other	P1	51831
other	P1	84284
other	P1	15800
other	P1	45844
other	P1	3553
other	P1	55666
other	P1	62158
other	P1	44060
other	P1	85824
other	P1	15914
other	P1	14923
other	P1	244
other	P1	54515
other	P1	67816
other	P1	14761
other	P1	14249
other	P1	29104
other	P1	24604
other	P1	14725
other	P1	66268
other	P1	86240
other	P1	69289
other	P1	66349
other	P1	33438
other	P1	13199
other	P1	43880
other	P1	24979
other	P1	108993
other	P1	92017
other	P1	6458
other	P1	93046
other	P1	85138
other	P1	18494
other	P1	79239
other	P1	53211
other	P1	43809
other	P1	8794
other	P1	102702
other	P1	7337
other	P1	103493
other	P1	33723
other	P1	111083
other	P1	87091
other	P1	48790
other	P1	62312
other	P1	85665
other	P1	22760
other	P1	80985
other	P1	32126
other	P1	104851
other	P1	101364
other	P1	70410
other	P1	43808
other	P1	108564
other	P1	10074
other	P1	3231
other	P1	72170
other	P1	108051
other	P1	57772
other	P1	74159
other	P1	35221
other	P1	111465
other	P1	96188
other	P1	106831
other	P1	109159
other	P1	101482
other	P1	92592
other	P1	93407
other	P1	46629
other	P1	31622
other	P1	24516
other	P1	4656
other	P1	60107
other	P1	51606
other	P1	22064
other	P1	109789
other	P1	56227
other	P1	104926
other	P1	95434
other	P1	76298
other	P1	32006
other	P1	24371
other	P1	103472
other	P1	15584
other	P1	46353
other	P1	45017
other	P1	49903
other	P1	10041
other	P1	110504
other	P1	51260
other	P1	73928
other	P1	53517
other	P1	112161
other	P1	61260
other	P1	14079
other	P1	92595
other	P1	21768
other	P1	42801
other	P1	5877
other	P1	45715
other	P1	20709
other	P1	87481
other	P1	73352
other	P1	8207
other	P1	110438
other	P1	8204
other	P1	22723
other	P1	75815
other	P1	39189
other	P1	108059
other	P1	80951
other	P1	71636
other	P1	48683
other	P1	77202
other	P1	89172
other	P1	96701
other	P1	30183
other	P1	65728
other	P1	95002
other	P1	61102
other	P1	20843
other	P1	65749
other	P1	93646
other	P1	16996
other	P1	108836
other	P1	64615
other	P1	35689
other	P1	9927
other	P1	75677
other	P1	23882
other	P1	14474
other	P1	38437
other	P1	43751
other	P1	113605
other	P1	34681
other	P1	94987
other	P1	82773
other	P1	19031
other	P1	96820
other	P1	97847
other	P1	54359
other	P1	74986
other	P1	115346
other	P1	103465
other	P1	95780
other	P1	68919
other	P1	91807
other	P1	69230
other	P1	8407
other	P1	25643
other	P1	111917
other	P1	57757
other	P1	59397
other	P1	109774
other	P1	65264
other	P1	37640
other	P1	108635
other	P1	46096
other	P1	53442
other	P1	54964
other	P1	68215
other	P1	3651
other	P1	36398
other	P1	46611
other	P1	33920
other	P1	54398
other	P1	34337
other	P1	38395
other	P1	87223
other	P1	102930
other	P1	18686
other	P1	79072
other	P1	96910
other	P1	50021
other	P1	5017
other	P1	91915
other	P1	9707
other	P1	104431
other	P1	62127
other	P1	102465
other	P1	101892
other	P1	116045
other	P1	86330
other	P1	4831
other	P1	111447
other	P1	32282
other	P1	2207
other	P1	49965
other	P1	34526
other	P1	51804
other	P1	13869
other	P1	70690
other	P1	13393
other	P1	60329
other	P1	48580
other	P1	5656
other	P1	43906
other	P1	65435
