treatment	N1	11198
treatment	N1	15786
treatment	N1	52644
treatment	N1	50863
treatment	N1	81864
treatment	N1	52713
treatment	N1	52716
treatment	N1	50934
treatment	N1	13693
treatment	N1	46350
treatment	N1	14395
treatment	N1	23104
treatment	N1	82395
treatment	N1	14922
treatment	N1	50890
treatment	N1	50842
treatment	N1	50928
treatment	N1	70116
treatment	N1	92643
treatment	N1	7655
treatment	N1	87567
treatment	N1	49460
treatment	N1	10690
treatment	N1	27554
treatment	N1	45574
treatment	N1	11336
treatment	N1	82909
treatment	N1	10898
treatment	N1	36377
treatment	N1	85660
treatment	N1	88940
treatment	N1	92748
treatment	N1	52479
treatment	N1	85676
treatment	N1	81865
treatment	N1	13604
treatment	N1	27507
treatment	N1	52404
treatment	N1	76398
treatment	N1	81870
treatment	N1	85546
treatment	N1	27510
treatment	N1	11054
treatment	N1	52419
treatment	N1	83256
treatment	N1	85690
treatment	N1	7675
treatment	N1	51990
treatment	N1	86797
treatment	N1	46389
treatment	N1	27509
treatment	N1	83230
treatment	N1	13627
treatment	N1	83263
treatment	N1	523
treatment	N1	85675
treatment	N1	11108
treatment	N1	79067
treatment	N1	50773
treatment	N1	46332
treatment	N1	92714
treatment	N1	52410
treatment	N1	52485
treatment	N1	46943
treatment	N1	52707
treatment	N1	1130
treatment	N1	11384
treatment	N1	70709
treatment	N1	52650
treatment	N1	17639
treatment	N1	86812
treatment	N1	14910
treatment	N1	92659
treatment	N1	524
treatment	N1	84942
treatment	N1	82917
treatment	N1	52702
treatment	N1	50848
treatment	N1	27527
treatment	N1	52440
treatment	N1	17746
treatment	N1	17722
treatment	N1	86945
treatment	N1	10904
treatment	N1	52368
treatment	N1	11456
treatment	N1	3941
treatment	N1	52431
treatment	N1	57712
treatment	N1	527
treatment	N1	51987
treatment	N1	79385
treatment	N1	52491
treatment	N1	17713
treatment	N1	84134
treatment	N1	52389
treatment	N1	3945
treatment	N1	87480
treatment	N1	82911
treatment	N1	26435
treatment	N1	15009
treatment	N1	11132
treatment	N1	52488
treatment	N1	86761
treatment	N1	11213
treatment	N1	87579
treatment	N1	46354
treatment	N1	83262
treatment	N1	89039
treatment	N1	82928
treatment	N1	46387
treatment	N1	7649
treatment	N1	93308
treatment	N1	82918
treatment	N1	15780
treatment	N1	89484
treatment	N1	52446
treatment	N1	33552
treatment	N1	57529
treatment	N1	72438
treatment	N1	22267
treatment	N1	83226
treatment	N1	50776
treatment	N1	2686
treatment	N1	52698
treatment	N1	26444
treatment	N1	52386
treatment	N1	14736
treatment	N1	89428
treatment	N1	15759
treatment	N1	82397
treatment	N1	15608
treatment	N1	92669
treatment	N1	93307
treatment	N1	87582
treatment	N1	81861
treatment	N1	92711
treatment	N1	7661
treatment	N1	22240
treatment	N1	84870
treatment	N1	14342
treatment	N1	22633
treatment	N1	14789
treatment	N1	82412
treatment	P2	14092
treatment	P2	11198
treatment	P2	15786
treatment	P2	52644
treatment	P2	85390
treatment	P2	50863
treatment	P2	81864
treatment	P2	57873
treatment	P2	52713
treatment	P2	89221
treatment	P2	52716
treatment	P2	85263
treatment	P2	50934
treatment	P2	88956
treatment	P2	86206
treatment	P2	89220
treatment	P2	14395
treatment	P2	23104
treatment	P2	86269
treatment	P2	85414
treatment	P2	14922
treatment	P2	15120
treatment	P2	21735
treatment	P2	50890
treatment	P2	50842
treatment	P2	50928
treatment	P2	57028
treatment	P2	91510
treatment	P2	70116
treatment	P2	92643
treatment	P2	7655
treatment	P2	87567
treatment	P2	49460
treatment	P2	10690
treatment	P2	45574
treatment	P2	11336
treatment	P2	82909
treatment	P2	10898
treatment	P2	85266
treatment	P2	36377
treatment	P2	85660
treatment	P2	88940
treatment	P2	85899
treatment	P2	47251
treatment	P2	86231
treatment	P2	15186
treatment	P2	87528
treatment	P2	92748
treatment	P2	52479
treatment	P2	85676
treatment	P2	81865
treatment	P2	86191
treatment	P2	52404
treatment	P2	76398
treatment	P2	85859
treatment	P2	70086
treatment	P2	21799
treatment	P2	81870
treatment	P2	85546
treatment	P2	11054
treatment	P2	89263
treatment	P2	70007
treatment	P2	52419
treatment	P2	15142
treatment	P2	83256
treatment	P2	85690
treatment	P2	86234
treatment	P2	7675
treatment	P2	51990
treatment	P2	85536
treatment	P2	86797
treatment	P2	21737
treatment	P2	83230
treatment	P2	83263
treatment	P2	85675
treatment	P2	11108
treatment	P2	87519
treatment	P2	79067
treatment	P2	57888
treatment	P2	92714
treatment	P2	52410
treatment	P2	86209
treatment	P2	85281
treatment	P2	52485
treatment	P2	52707
treatment	P2	1130
treatment	P2	81841
treatment	P2	11384
treatment	P2	8318
treatment	P2	85443
treatment	P2	88995
treatment	P2	52650
treatment	P2	21897
treatment	P2	89233
treatment	P2	17639
treatment	P2	86812
treatment	P2	14910
treatment	P2	81851
treatment	P2	92659
treatment	P2	84942
treatment	P2	82917
treatment	P2	86157
treatment	P2	86239
treatment	P2	52702
treatment	P2	50848
treatment	P2	57610
treatment	P2	52440
treatment	P2	17746
treatment	P2	17722
treatment	P2	86945
treatment	P2	10904
treatment	P2	52368
treatment	P2	11456
treatment	P2	3941
treatment	P2	52431
treatment	P2	57712
treatment	P2	51987
treatment	P2	79385
treatment	P2	81853
treatment	P2	85406
treatment	P2	52491
treatment	P2	17713
treatment	P2	84134
treatment	P2	52389
treatment	P2	3945
treatment	P2	87480
treatment	P2	82911
treatment	P2	26435
treatment	P2	57616
treatment	P2	41507
treatment	P2	15009
treatment	P2	57822
treatment	P2	11132
treatment	P2	52488
treatment	P2	86761
treatment	P2	11213
treatment	P2	87579
treatment	P2	81819
treatment	P2	85328
treatment	P2	83262
treatment	P2	82928
treatment	P2	81816
treatment	P2	7649
treatment	P2	93308
treatment	P2	85862
treatment	P2	87510
treatment	P2	41528
treatment	P2	82918
treatment	P2	15780
treatment	P2	15156
treatment	P2	89484
treatment	P2	52446
treatment	P2	87524
treatment	P2	33552
treatment	P2	57529
treatment	P2	87526
treatment	P2	85196
treatment	P2	72438
treatment	P2	15173
treatment	P2	85280
treatment	P2	22267
treatment	P2	86205
treatment	P2	83226
treatment	P2	2686
treatment	P2	52698
treatment	P2	15244
treatment	P2	85346
treatment	P2	85753
treatment	P2	26444
treatment	P2	52386
treatment	P2	14736
treatment	P2	85863
treatment	P2	89428
treatment	P2	15759
treatment	P2	15608
treatment	P2	92669
treatment	P2	85801
treatment	P2	15251
treatment	P2	21725
treatment	P2	21784
treatment	P2	93307
treatment	P2	47715
treatment	P2	87582
treatment	P2	81861
treatment	P2	92711
treatment	P2	7661
treatment	P2	89307
treatment	P2	81817
treatment	P2	22240
treatment	P2	84870
treatment	P2	85313
treatment	P2	14342
treatment	P2	22633
treatment	P2	14789
treatment	P2	14071
treatment	REF	46548
treatment	REF	14092
treatment	REF	35826
treatment	REF	75843
treatment	REF	11198
treatment	REF	14218
treatment	REF	36326
treatment	REF	15786
treatment	REF	78287
treatment	REF	50653
treatment	REF	82283
treatment	REF	15432
treatment	REF	58313
treatment	REF	50657
treatment	REF	76301
treatment	REF	40
treatment	REF	13480
treatment	REF	52644
treatment	REF	85390
treatment	REF	87672
treatment	REF	13946
treatment	REF	50863
treatment	REF	81864
treatment	REF	49392
treatment	REF	87751
treatment	REF	57873
treatment	REF	85118
treatment	REF	87839
treatment	REF	83875
treatment	REF	41
treatment	REF	52713
treatment	REF	55150
treatment	REF	87459
